TZ1;t1;TZ2;t2;TZ3;t3;TZ4;t4;TZ5;t5;TZ6;t6;TZ7;t7;TZ8;t8;TZ9;t9;TP1;TP2;TP3;TP4;TP5;TP6;TP7;TP8;TP9;index
611;19;633;19;644;19;651;19;659;19;666;19;673;19;681;19;694;19;199.45;356.31;480.01;562.1;612.02;641.03;658.76;671.45;684.8;192
622;19;644;19;655;19;662;19;670;19;677;19;684;19;692;19;705;19;208.32;371.41;497.47;578.85;627.05;654.54;671.24;683.35;696.42;193
430;19;444;19;453;19;462;19;467;19;477;19;482;19;490;19;494;19;92.531;158.7;222.16;280.82;331.04;374.44;408.53;436.02;456.31;194
252;19;266;19;275;19;284;19;289;19;299;19;304;19;312;19;316;19;42.481;62.938;84.018;105.67;126.89;148.66;169.57;190.23;209.48;195
670;19;673;19;676;19;680;19;683;19;686;19;690;19;693;19;697;19;250.67;424.74;545.13;615.7;652.55;671.35;682.07;688.43;693.52;196
671;19;674;19;677;19;681;19;684;19;687;19;691;19;694;19;698;19;251.61;426.22;546.71;617.15;653.82;672.5;683.16;689.48;694.55;197
672;19;675;19;678;19;682;19;685;19;688;19;692;19;695;19;699;19;252.56;427.7;548.29;618.59;655.1;673.66;684.24;690.53;695.58;198
673;19;676;19;679;19;683;19;686;19;689;19;693;19;696;19;700;19;253.51;429.18;549.87;620.03;656.38;674.82;685.33;691.58;696.61;199
674;19;677;19;680;19;684;19;687;19;690;19;694;19;697;19;701;19;254.46;430.67;551.45;621.47;657.65;675.97;686.41;692.62;697.64;200
666;19;671;19;675;19;677;19;680;19;682;19;685;19;687;19;690;19;246.91;420.51;541.92;612.06;649.03;667.39;677.4;682.91;687.07;201
669;19;674;19;678;19;680;19;683;19;685;19;688;19;690;19;693;19;249.72;424.94;546.67;616.41;652.88;670.87;680.67;686.05;690.15;202
672;19;677;19;681;19;683;19;686;19;688;19;691;19;693;19;696;19;252.56;429.38;551.42;620.74;656.71;674.34;683.92;689.19;693.23;203
675;19;680;19;684;19;686;19;689;19;691;19;694;19;696;19;699;19;255.42;433.85;556.16;625.05;660.52;677.79;687.17;692.32;696.3;204
678;19;683;19;687;19;689;19;692;19;694;19;697;19;699;19;702;19;258.31;438.34;560.9;629.34;664.31;681.23;690.4;695.45;699.37;205
100;19;200;19;300;19;400;19;470;19;540;19;600;19;630;19;700;19;25.534;37.838;66.113;120.27;196.72;297.98;412.8;509.33;612.84;206
155;19;215;19;275;19;335;19;395;19;455;19;515;19;575;19;635;19;29.79;43.57;66.208;100.69;150.11;216.96;301.68;400.79;506.02;207
210;19;270;19;330;19;390;19;450;19;510;19;570;19;630;19;690;19;25.534;33.38;47.701;71.1;106.58;157.19;225.31;311.1;410.67;208
100;19;100;19;100;19;100;19;100;19;100;19;100;19;100;19;100;19;25.534;28.651;31.675;34.604;37.44;40.183;42.834;45.393;47.863;209
200;19;200;19;200;19;200;19;200;19;200;19;200;19;200;19;200;19;34.73;45.92;56.707;67.069;76.983;86.431;95.402;103.88;111.88;210
600;19;600;19;600;19;600;19;600;19;600;19;600;19;600;19;600;19;190.87;325.43;430.11;501.67;545.66;570.81;584.57;591.91;595.78;211
450;19;450;19;450;19;450;19;450;19;450;19;450;19;450;19;450;19;101.1;168.47;229.33;281.94;325.37;359.69;385.77;404.99;418.79;212
680;19;680;19;680;19;680;19;680;19;680;19;680;19;680;19;680;19;260.24;437.07;555.13;620.69;653;667.96;674.68;677.66;678.97;213
700;19;687;19;680;19;670;19;662;19;655;19;647;19;640;19;635;19;280.19;456.15;566.02;619.73;641.87;648.6;647.45;643.28;638.79;214
691;19;678;19;671;19;661;19;662;19;655;19;647;19;640;19;635;19;271.08;442.58;552.01;607.12;636.13;645.88;646.17;642.67;638.5;215
680;19;680;19;680;19;680;19;680;19;680;19;680;19;680;19;680;19;260.24;437.07;555.13;620.69;653;667.96;674.68;677.66;678.97;216
700;19;687;19;680;19;670;19;662;19;655;19;647;19;640;19;635;19;280.19;456.15;566.02;619.73;641.87;648.6;647.45;643.28;638.79;217
691;19;678;19;671;19;661;19;662;19;655;19;647;19;640;19;635;19;271.08;442.58;552.01;607.12;636.13;645.88;646.17;642.67;638.5;218
657;23;660;23;665;23;670;23;675;23;680;23;685;23;690;14;695;14;276.54;460.49;573.54;630.82;658.03;671.89;680.32;685.06;689.97;219
658;23;661;23;666;23;671;23;676;23;681;23;686;23;691;14;696;14;277.6;462.03;575.07;632.15;659.21;672.98;681.36;686.1;691;220
659;23;662;23;667;23;672;23;677;23;682;23;687;23;692;14;697;14;278.65;463.58;576.59;633.48;660.38;674.07;682.41;687.13;692.03;221
660;23;663;23;668;23;673;23;678;23;683;23;688;23;693;14;698;14;279.71;465.12;578.11;634.8;661.56;675.15;683.46;688.16;693.05;222
661;23;664;23;669;23;674;23;679;23;684;23;689;23;694;14;699;14;280.78;466.67;579.63;636.13;662.73;676.24;684.5;689.2;694.08;223
662;23;665;23;670;23;675;23;680;23;685;23;690;23;695;14;700;14;281.84;468.22;581.15;637.45;663.9;677.33;685.54;690.23;695.11;224
663;23;666;23;671;23;676;23;681;23;686;23;691;23;696;14;701;14;282.91;469.77;582.66;638.78;665.07;678.41;686.59;691.26;696.13;225
664;23;667;23;672;23;677;23;682;23;687;23;692;23;697;14;702;14;283.98;471.33;584.18;640.09;666.24;679.49;687.63;692.29;697.16;226
665;23;668;23;673;23;678;23;683;23;688;23;693;23;698;14;703;14;285.05;472.88;585.69;641.41;667.41;680.58;688.67;693.32;698.18;227
656;23;659;23;664;23;669;23;674;23;679;23;684;23;689;14;694;14;275.49;458.94;572.02;629.48;656.85;670.8;679.27;684.03;688.95;228
655;23;658;23;663;23;668;23;673;23;678;23;683;23;688;14;693;14;274.44;457.4;570.5;628.15;655.67;669.7;678.22;682.99;687.92;229
654;23;657;23;662;23;667;23;672;23;677;23;682;23;687;14;692;14;273.39;455.86;568.97;626.81;654.49;668.61;677.18;681.96;686.89;230
653;23;656;23;661;23;666;23;671;23;676;23;681;23;686;14;691;14;272.35;454.33;567.44;625.47;653.3;667.52;676.13;680.92;685.86;231
652;23;655;23;660;23;665;23;670;23;675;23;680;23;685;14;690;14;271.31;452.79;565.91;624.13;652.12;666.42;675.08;679.89;684.83;232
651;23;654;23;659;23;664;23;669;23;674;23;679;23;684;14;689;14;270.27;451.26;564.39;622.78;650.93;665.33;674.03;678.85;683.8;233
658;23;661;23;666;23;670;23;675;23;680;23;685;23;690;14;695;14;277.6;462.03;575.07;631.44;658.28;671.98;680.35;685.08;689.98;234
659;23;662;23;667;23;671;23;676;23;681;23;686;23;691;14;696;14;278.65;463.58;576.59;632.77;659.46;673.07;681.4;686.12;691.01;235
660;23;663;23;668;23;672;23;677;23;682;23;687;23;692;14;697;14;279.71;465.12;578.11;634.1;660.63;674.16;682.45;687.15;692.04;236
661;23;664;23;669;23;673;23;678;23;683;23;688;23;693;14;698;14;280.78;466.67;579.63;635.42;661.8;675.25;683.49;688.18;693.06;237
662;23;665;23;670;23;674;23;679;23;684;23;689;23;694;14;699;14;281.84;468.22;581.15;636.75;662.97;676.33;684.53;689.22;694.09;238
663;23;666;23;671;23;675;23;680;23;685;23;690;23;695;14;700;14;282.91;469.77;582.66;638.07;664.14;677.42;685.58;690.25;695.12;239
664;23;667;23;672;23;676;23;681;23;686;23;691;23;696;14;701;14;283.98;471.33;584.18;639.38;665.31;678.5;686.62;691.28;696.14;240
665;23;668;23;673;23;677;23;682;23;687;23;692;23;697;14;702;14;285.05;472.88;585.69;640.7;679.58;679.58;687.66;692.31;697.17;241
666;23;669;23;674;23;678;23;683;23;688;23;693;23;698;14;703;14;286.13;474.44;587.21;642.02;667.64;680.66;688.71;693.34;698.19;242
657;23;660;23;665;23;669;23;674;23;679;23;684;23;689;14;694;14;276.54;460.49;573.54;630.11;657.1;670.89;679.31;684.05;688.96;243
656;23;659;23;664;23;668;23;673;23;678;23;683;23;688;14;693;14;275.49;458.94;572.02;628.78;655.92;669.8;678.26;683.01;687.93;244
655;23;658;23;663;23;667;23;672;23;677;23;682;23;687;14;692;14;274.44;457.4;570.5;627.44;654.74;668.71;677.21;681.98;686.9;245
654;23;657;23;662;23;666;23;671;23;676;23;681;23;686;14;691;14;273.39;455.86;568.97;626.11;653.56;667.62;676.16;680.94;685.87;246
653;23;656;23;661;23;665;23;670;23;675;23;680;23;685;14;690;14;272.35;454.33;567.44;624.77;652.38;666.52;675.12;679.91;684.84;247
652;23;655;23;660;23;664;23;669;23;674;23;679;23;684;14;689;14;271.31;452.79;565.91;623.43;651.19;665.43;674.07;678.87;683.81;248
651;23;654;23;659;23;663;23;668;23;673;23;678;23;683;14;688;14;270.27;451.26;564.39;622.08;650;664.33;673.02;677.84;682.79;249
650;23;653;23;658;23;662;23;667;23;672;23;677;23;682;14;687;14;269.24;449.72;562.86;620.74;648.82;663.23;671.97;676.8;681.76;250
649;23;652;23;657;23;661;23;666;23;671;23;676;23;681;14;686;14;268.21;448.19;561.32;619.39;647.62;662.14;670.91;675.76;680.73;251
648;23;651;23;656;23;660;23;665;23;670;23;675;23;680;14;685;14;267.18;446.66;559.79;618.04;646.43;661.04;669.86;674.72;679.7;252
600;23;622;23;633;23;640;23;648;23;655;23;662;23;670;14;683;14;221.08;391.32;512.54;582.74;620.7;641.31;654.07;661.54;671.94;253
611;23;633;23;644;23;651;23;659;23;666;23;673;23;681;14;694;14;231.08;407.5;529.81;598.33;634.44;653.81;665.88;673.15;683.49;254
622;23;644;23;655;23;662;23;670;23;677;23;684;23;692;14;705;14;241.41;423.95;547.02;613.68;647.95;666.14;677.59;684.69;694.99;255
430;23;444;23;453;23;462;23;467;23;477;23;482;23;490;14;494;14;105.57;183.53;255.56;318.38;368.1;407.85;436.39;451.04;463.01;256
252;23;266;23;275;23;284;23;289;23;299;23;304;23;312;14;316;14;46.31;70.725;95.611;120.79;145.01;169.31;192.02;205.77;218.88;257
670;23;673;23;676;23;680;23;683;23;686;23;690;23;693;14;697;14;290.47;480.68;591.69;645.25;668.83;679.75;686.4;689.64;693.31;258
671;23;674;23;677;23;681;23;684;23;687;23;691;23;694;14;698;14;291.56;482.24;593.19;646.56;669.99;680.83;687.44;690.67;694.33;259
672;23;675;23;678;23;682;23;685;23;688;23;692;23;695;14;699;14;292.65;483.8;594.7;647.86;671.14;681.9;688.48;691.69;695.35;260
673;23;676;23;679;23;683;23;686;23;689;23;693;23;696;14;700;14;293.75;485.37;596.2;649.16;672.3;682.98;689.51;692.72;696.37;261
674;23;677;23;680;23;684;23;687;23;690;23;694;23;697;14;701;14;294.85;486.93;597.7;650.46;673.45;684.05;690.55;693.74;697.39;262
666;23;671;23;675;23;677;23;680;23;682;23;685;23;687;14;690;14;286.13;476.26;588.8;641.95;665.6;675.94;681.76;684.29;687.1;263
669;23;674;23;678;23;680;23;683;23;685;23;688;23;690;14;693;14;289.38;480.94;593.33;645.87;669.07;679.17;684.87;687.36;690.15;264
672;23;677;23;681;23;683;23;686;23;688;23;691;23;693;14;696;14;292.65;485.64;597.84;649.77;672.53;682.38;687.97;690.43;693.2;265
675;23;680;23;684;23;686;23;689;23;691;23;694;23;696;14;699;14;295.95;490.34;602.35;653.66;675.98;685.59;691.08;693.5;696.25;266
678;23;683;23;687;23;689;23;692;23;694;23;697;23;699;14;702;14;299.28;495.06;606.84;657.53;679.41;688.8;694.17;696.56;699.3;267
100;23;200;23;300;23;400;23;470;23;540;23;600;23;630;14;700;14;26.197;40.837;74.431;138.35;227.03;340.05;459.75;587.57;601.55;268
155;23;215;23;275;23;335;23;395;23;455;23;515;23;575;14;635;14;31.25;47.675;74.556;115.22;172.81;248.97;341.89;410.9;491.39;269
210;23;270;23;330;23;390;23;450;23;510;23;570;23;630;14;690;14;38.665;64.901;104.74;161.42;236.88;329.71;433.17;504.98;584.58;270
100;23;100;23;100;23;100;23;100;23;100;23;100;23;100;14;100;14;26.197;29.934;33.532;36.994;40.32;43.51;46.568;48.365;50.115;271
200;23;200;23;200;23;200;23;200;23;200;23;200;23;200;14;200;14;37.114;50.504;63.29;75.431;86.894;97.656;107.7;113.47;118.98;272
600;23;600;23;600;23;600;23;600;23;600;23;600;23;600;14;600;14;221.08;373.26;478.47;539.73;571.42;586.75;593.93;596.26;597.7;273
450;23;450;23;450;23;450;23;450;23;450;23;450;23;450;14;450;14;115.69;194.91;263.44;318.92;361.02;391.2;411.9;421.01;428.03;274
680;23;680;23;680;23;680;23;680;23;680;23;680;23;680;14;680;14;301.51;493.59;600.81;648.91;668.21;675.59;678.36;679.11;679.52;275
700;23;687;23;680;23;670;23;662;23;655;23;647;23;640;14;635;14;324.43;513.13;609.84;645.71;655.31;654.89;649.91;645.38;640.79;276
691;23;678;23;671;23;661;23;662;23;655;23;647;23;640;14;635;14;313.97;499;596.64;634.35;651.06;653.2;649.24;644.99;640.56;277
655;23;663;23;667;23;673;23;677;23;681;23;685;23;690;14;694;14;274.44;461.89;575.67;633.79;660.47;673.43;680.86;685.35;689.6;278
662;23;670;23;674;23;680;23;683;23;684;23;690;23;693;14;696;14;281.84;472.75;586.31;643.06;667.98;678.08;685.86;689.35;692.63;279
660;23;663;23;667;23;673;23;677;23;681;23;685;23;690;14;694;14;279.71;465.12;577.34;634.51;660.76;673.53;680.9;685.38;689.62;280
666;23;668;23;670;23;673;23;676;23;678;23;681;23;684;14;687;14;286.13;473.53;583.7;637.14;661.12;671.69;677.63;680.71;683.77;281
668;23;670;23;672;23;674;23;676;23;678;23;680;23;682;14;684;14;288.29;476.65;586.72;639.06;661.85;671.97;677.07;679.43;681.63;282
669;23;670;23;672;23;674;23;676;23;677;23;680;23;682;14;683;14;289.38;477.3;587.05;639.2;661.9;671.32;676.86;679.32;681.06;283
673;23;674;23;675;23;676;23;677;23;678;23;679;23;680;14;681;14;293.75;483.54;592.29;642.72;663.89;672.72;676.68;678.25;679.56;284
675;23;676;23;677;23;678;23;679;23;680;23;681;23;682;14;683;14;295.95;486.67;595.29;645.31;666.2;674.86;678.75;680.29;681.59;285
676;23;677;23;678;23;679;23;680;23;681;23;682;23;683;14;684;14;297.06;488.24;596.79;646.61;667.34;675.93;679.78;681.31;682.6;286
679;23;680;23;681;23;682;23;683;23;684;23;685;23;686;14;687;14;300.39;492.94;601.27;650.48;670.78;679.13;682.87;684.37;685.64;287
663;23;667;23;669;23;671;23;675;23;678;23;680;23;682;14;684;14;282.91;470.68;581.53;634.83;659.6;671.14;676.76;679.26;681.54;288
665;23;669;23;671;23;673;23;677;23;680;23;682;23;684;14;686;14;285.05;473.79;584.56;637.47;661.93;673.31;678.84;681.31;683.58;289
667;23;671;23;673;23;675;23;679;23;682;23;684;23;686;14;688;14;287.21;476.9;587.58;640.09;664.26;675.47;680.91;683.36;685.61;290
669;23;673;23;675;23;677;23;681;23;684;23;686;23;688;14;690;14;289.38;480.03;590.59;642.7;666.57;677.62;682.99;685.41;687.65;291
671;23;675;23;677;23;679;23;683;23;686;23;688;23;690;14;692;14;291.56;483.15;593.6;645.31;668.89;679.77;685.06;687.46;689.68;292
660;23;664;23;668;23;672;23;676;23;680;23;684;23;688;14;692;14;279.71;466.02;578.52;634.28;660.02;672.61;679.92;683.86;687.86;293
661;23;665;23;669;23;673;23;677;23;681;23;685;23;689;14;693;14;280.78;467.57;580.04;635.6;661.19;673.7;680.96;684.89;688.88;294
662;23;666;23;670;23;674;23;678;23;682;23;686;23;690;14;694;14;281.84;469.13;581.56;636.92;662.36;674.78;682;685.92;689.91;295
663;23;667;23;671;23;675;23;679;23;683;23;687;23;691;14;695;14;282.91;470.68;583.08;638.24;663.53;675.87;683.04;686.95;690.93;296
664;23;668;23;672;23;676;23;680;23;684;23;688;23;692;14;696;14;283.98;472.23;584.59;639.56;664.7;676.95;684.09;687.98;691.95;297
665;23;669;23;673;23;677;23;681;23;685;23;689;23;693;14;697;14;285.05;473.79;586.1;640.88;665.86;678.03;685.13;689.01;692.97;298
666;23;670;23;674;23;678;23;682;23;686;23;690;23;694;14;698;14;286.13;475.35;587.62;642.19;667.02;679.11;686.17;690.04;694;299
650;23;640;23;630;23;660;23;680;23;685;23;690;23;693;14;697;14;269.24;438.41;536.51;608.35;652.74;673.08;683.98;688.35;692.62;300
658;23;658;23;658;23;658;23;658;23;658;23;658;23;658;14;658;14;277.6;459.35;567.7;620.13;642.71;651.92;655.6;656.65;657.24;301
684;23;684;23;684;23;684;23;684;23;684;23;684;23;684;14;684;14;306;499.88;606.76;654.04;672.76;679.84;682.47;683.18;683.56;302
511;23;511;23;511;23;511;23;511;23;511;23;511;23;511;14;511;14;151.95;258.61;344.92;407.82;449.61;475.53;490.87;496.87;501.11;303
680;23;670;23;666;23;600;23;655;23;650;23;644;23;640;14;638;14;301.51;484.52;586.08;591.24;630.41;641.86;642.93;641.51;639.94;304
650;23;655;23;660;23;665;23;675;23;680;23;685;23;685;14;695;14;269.24;451.5;565.23;623.82;655.39;670.88;679.94;682.28;688.73;305
651;23;656;23;661;23;666;23;676;23;681;23;686;23;686;14;696;14;270.27;453.03;566.76;625.17;656.59;671.97;680.99;683.31;689.76;306
652;23;657;23;662;23;667;23;677;23;682;23;687;23;687;14;697;14;271.31;454.57;568.29;626.51;657.78;673.07;682.04;684.34;690.78;307
653;23;658;23;663;23;668;23;678;23;683;23;688;23;688;14;698;14;272.35;456.11;569.82;627.85;658.96;674.17;683.09;685.37;691.81;308
650;23;655;23;660;23;665;23;673;23;677;23;685;23;690;14;695;14;269.24;451.5;565.23;623.82;654.03;668.4;679.12;684.42;689.63;309
651;23;656;23;661;23;666;23;674;23;678;23;686;23;691;14;696;14;270.27;453.03;566.76;625.17;655.22;669.5;680.17;685.46;690.66;310
652;23;657;23;662;23;667;23;675;23;679;23;687;23;692;14;697;14;271.31;454.57;568.29;626.51;656.41;670.59;681.22;686.49;691.69;311
653;23;658;23;663;23;668;23;676;23;680;23;688;23;693;14;698;14;272.35;456.11;569.82;627.85;657.59;671.69;682.27;687.53;692.72;312
654;23;659;23;664;23;669;23;677;23;681;23;689;23;694;14;699;14;273.39;457.65;571.35;629.19;658.78;672.78;683.32;688.57;693.75;313
655;23;660;23;665;23;670;23;678;23;682;23;690;23;695;14;700;14;274.44;459.19;572.87;630.52;659.96;673.87;684.37;689.6;694.78;314
656;23;661;23;666;23;671;23;679;23;683;23;691;23;696;14;701;14;275.49;460.73;574.4;631.86;661.14;674.96;685.42;690.64;695.8;315
657;23;662;23;667;23;672;23;680;23;684;23;692;23;697;14;702;14;276.54;462.28;575.92;633.19;662.32;676.05;686.47;691.68;696.83;316
658;23;663;23;668;23;673;23;681;23;685;23;693;23;698;14;703;14;277.6;463.83;577.44;634.52;663.5;677.14;687.52;692.71;697.86;317
659;23;664;23;669;23;674;23;682;23;686;23;694;23;699;14;704;14;278.65;465.37;578.97;635.84;664.68;678.23;688.56;693.75;698.89;318
660;23;665;23;670;23;675;23;683;23;687;23;695;23;700;14;705;14;279.71;466.92;580.49;637.17;665.85;679.31;689.61;694.78;699.92;319
661;23;666;23;671;23;676;23;684;23;688;23;696;23;701;14;706;14;280.78;468.48;582;638.49;667.02;680.4;690.66;695.81;700.94;320
657;25;660;25;665;25;670;25;675;25;680;25;685;25;690;13.5;695;13.5;294.87;484.29;591.26;640.81;663;674.27;681.51;685.61;690.16;321
658;25;661;25;666;25;671;25;676;25;681;25;686;25;691;13.5;696;13.5;295.99;485.86;592.73;642.08;664.13;675.33;682.54;686.63;691.18;322
659;25;662;25;667;25;672;25;677;25;682;25;687;25;692;13.5;697;13.5;297.11;487.43;594.21;643.35;665.26;676.39;683.57;687.66;692.2;323
660;25;663;25;668;25;673;25;678;25;683;25;688;25;693;13.5;698;13.5;298.24;488.99;595.68;644.62;666.4;677.46;684.6;688.68;693.22;324
661;25;664;25;669;25;674;25;679;25;684;25;689;25;694;13.5;699;13.5;299.37;490.56;597.15;645.88;667.52;678.52;685.63;689.71;694.25;325
662;25;665;25;670;25;675;25;680;25;685;25;690;25;695;13.5;700;13.5;300.5;492.13;598.62;647.15;668.65;679.58;686.66;690.73;695.27;326
663;25;666;25;671;25;676;25;681;25;686;25;691;25;696;13.5;701;13.5;301.63;493.7;600.09;648.41;669.78;680.64;687.69;691.76;696.29;327
664;25;667;25;672;25;677;25;682;25;687;25;692;25;697;13.5;702;13.5;302.77;495.28;601.55;649.67;670.9;681.7;688.72;692.78;697.31;328
665;25;668;25;673;25;678;25;683;25;688;25;693;25;698;13.5;703;13.5;303.91;496.85;603.02;650.92;672.03;682.75;689.75;693.8;698.33;329
656;25;659;25;664;25;669;25;674;25;679;25;684;25;689;13.5;694;13.5;293.75;482.73;589.78;639.54;661.87;673.2;680.47;684.58;689.13;330
655;25;658;25;663;25;668;25;673;25;678;25;683;25;688;13.5;693;13.5;292.64;481.16;588.3;638.26;660.73;672.14;679.44;683.56;688.11;331
654;25;657;25;662;25;667;25;672;25;677;25;682;25;687;13.5;692;13.5;291.53;479.6;586.82;636.99;659.59;671.07;678.41;682.53;687.09;332
653;25;656;25;661;25;666;25;671;25;676;25;681;25;686;13.5;691;13.5;290.42;478.04;585.34;635.71;658.45;670.01;677.37;681.5;686.07;333
652;25;655;25;660;25;665;25;670;25;675;25;680;25;685;13.5;690;13.5;289.32;476.48;583.86;634.43;657.31;668.94;676.34;680.48;685.04;334
651;25;654;25;659;25;664;25;669;25;674;25;679;25;684;13.5;689;13.5;288.21;474.92;582.37;633.14;656.17;667.87;675.31;679.45;684.02;335
658;25;661;25;666;25;670;25;675;25;680;25;685;25;690;13.5;695;13.5;295.99;485.86;592.73;641.36;663.2;674.34;681.53;685.62;690.16;336
659;25;662;25;667;25;671;25;676;25;681;25;686;25;691;13.5;696;13.5;297.11;487.43;594.21;642.63;664.33;675.4;682.56;686.65;691.19;337
660;25;663;25;668;25;672;25;677;25;682;25;687;25;692;13.5;697;13.5;298.24;488.99;595.68;643.89;665.46;676.46;683.59;687.67;692.21;338
661;25;664;25;669;25;673;25;678;25;683;25;688;25;693;13.5;698;13.5;299.37;490.56;597.15;645.16;666.59;677.52;684.62;688.7;693.23;339
662;25;665;25;670;25;674;25;679;25;684;25;689;25;694;13.5;699;13.5;300.5;492.13;598.62;646.42;667.72;678.58;685.65;689.72;694.25;340
663;25;666;25;671;25;675;25;680;25;685;25;690;25;695;13.5;700;13.5;301.63;493.7;600.09;647.68;668.84;679.64;686.68;690.74;695.27;341
664;25;667;25;672;25;676;25;681;25;686;25;691;25;696;13.5;701;13.5;302.77;495.28;601.55;648.94;669.97;680.7;687.71;691.77;696.3;342
665;25;668;25;673;25;677;25;682;25;687;25;692;25;697;13.5;702;13.5;303.91;496.85;603.02;650.19;671.09;681.76;688.74;692.79;697.32;343
666;25;669;25;674;25;678;25;683;25;688;25;693;25;698;13.5;703;13.5;305.05;498.42;604.48;651.45;672.21;682.82;689.77;693.81;698.34;344
657;25;660;25;665;25;669;25;674;25;679;25;684;25;689;13.5;694;13.5;294.87;484.29;591.26;640.09;662.07;673.27;680.5;684.59;689.14;345
656;25;659;25;664;25;668;25;673;25;678;25;683;25;688;13.5;693;13.5;293.75;482.73;589.78;638.82;660.93;672.21;679.47;683.57;688.12;346
655;25;658;25;663;25;667;25;672;25;677;25;682;25;687;13.5;692;13.5;292.64;481.16;588.3;637.54;659.8;671.15;678.43;682.54;687.1;347
654;25;657;25;662;25;666;25;671;25;676;25;681;25;686;13.5;691;13.5;291.53;479.6;586.82;636.27;658.66;670.08;677.4;681.52;686.07;348
653;25;656;25;661;25;665;25;670;25;675;25;680;25;685;13.5;690;13.5;290.42;478.04;585.34;634.99;657.52;669.01;676.37;680.49;685.05;349
652;25;655;25;660;25;664;25;669;25;674;25;679;25;684;13.5;689;13.5;289.32;476.48;583.86;633.71;656.38;667.95;675.33;675.33;684.03;350
651;25;654;25;659;25;663;25;668;25;673;25;678;25;683;13.5;688;13.5;288.21;474.92;582.37;632.43;655.24;666.88;674.3;678.44;683;351
650;25;653;25;658;25;662;25;667;25;672;25;677;25;682;13.5;687;13.5;287.11;473.36;580.89;631.14;654.1;665.81;673.26;677.41;681.98;352
649;25;652;25;657;25;661;25;666;25;671;25;676;25;681;13.5;686;13.5;286.02;471.8;579.4;629.86;652.95;664.74;672.23;676.38;680.95;353
648;25;651;25;656;25;660;25;665;25;670;25;675;25;680;13.5;685;13.5;284.92;470.24;577.91;628.57;651.81;663.67;671.19;675.35;679.93;354
600;25;622;25;633;25;640;25;648;25;655;25;662;25;670;13.5;683;13.5;235.81;413.78;532.33;595.6;627.88;645.07;656.05;662.49;672.24;355
657;20;660;20;665;20;670;20;675;20;680;20;685;20;690;14.54;695;14.54;248.24;420.31;539.59;609.03;645.91;665.54;677;683.43;689.24;356
658;20;661;20;666;20;671;20;676;20;681;20;686;20;691;14.54;696;14.54;249.19;421.79;541.16;610.47;647.18;666.69;678.09;684.49;690.28;357
659;20;662;20;667;20;672;20;677;20;682;20;687;20;692;14.54;697;14.54;250.14;423.27;542.73;611.9;648.44;667.84;679.17;685.55;691.32;358
660;20;663;20;668;20;673;20;678;20;683;20;688;20;693;14.54;698;14.54;251.1;424.75;544.31;613.33;649.71;668.99;680.25;686.6;692.36;359
661;20;664;20;669;20;674;20;679;20;684;20;689;20;694;14.54;699;14.54;252.05;426.24;545.88;614.76;650.97;670.14;681.33;687.66;693.4;360
662;20;665;20;670;20;675;20;680;20;685;20;690;20;695;14.54;700;14.54;253.01;427.73;547.46;616.19;652.23;671.29;682.41;688.71;694.44;361
663;20;666;20;671;20;676;20;681;20;686;20;691;20;696;14.54;701;14.54;253.97;429.22;549.03;617.61;653.49;672.43;683.49;689.76;695.48;362
664;20;667;20;672;20;677;20;682;20;687;20;692;20;697;14.54;702;14.54;254.94;430.71;550.6;619.03;654.75;673.58;684.57;690.82;696.51;363
665;20;668;20;673;20;678;20;683;20;688;20;693;20;698;14.54;703;14.54;255.91;432.2;552.17;620.46;656.01;674.72;685.65;691.87;697.55;364
656;20;659;20;664;20;669;20;674;20;679;20;684;20;689;14.54;694;14.54;247.3;418.83;538.01;609.02;644.64;664.39;675.92;682.38;688.2;365
655;20;658;20;663;20;668;20;673;20;678;20;683;20;688;14.54;693;14.54;246.35;417.36;536.44;606.16;643.36;663.23;674.83;681.32;687.16;366
654;20;657;20;662;20;667;20;672;20;677;20;682;20;687;14.54;692;14.54;245.41;415.88;534.86;604.72;642.09;662.08;673.75;680.26;686.12;367
653;20;656;20;661;20;666;20;671;20;676;20;681;20;686;14.54;691;14.54;244.47;414.41;533.29;603.28;640.81;660.92;672.66;679.2;685.08;368
652;20;655;20;660;20;665;20;670;20;675;20;680;20;685;14.54;690;14.54;243.54;412.95;531.71;601.83;639.53;659.76;671.57;678.14;684.04;369
651;20;654;20;659;20;664;20;669;20;674;20;679;20;684;14.54;689;14.54;242.61;411.48;530.14;600.39;638.25;658.6;670.48;677.08;682.99;370
658;20;661;20;666;20;670;20;675;20;680;20;685;20;690;14.54;695;14.54;249.19;421.79;541.16;609.79;646.26;665.7;677.07;683.47;689.26;371
659;20;662;20;667;20;671;20;676;20;681;20;686;20;691;14.54;696;14.54;250.14;423.27;542.73;611.22;647.53;666.85;678.15;684.53;690.3;372
660;20;663;20;668;20;672;20;677;20;682;20;687;20;692;14.54;697;14.54;251.1;424.75;544.31;612.65;648.79;668;679.23;685.58;691.34;373
661;20;664;20;669;20;673;20;678;20;683;20;688;20;693;14.54;698;14.54;252.05;426.24;545.88;614.08;650.05;669.14;680.32;686.64;692.38;374
662;20;665;20;670;20;674;20;679;20;684;20;689;20;694;14.54;699;14.54;253.01;427.73;547.46;615.51;651.32;670.29;681.4;687.69;693.42;375
663;20;666;20;671;20;675;20;680;20;685;20;690;20;695;14.54;700;14.54;253.97;429.22;549.03;616.93;652.57;671.44;682.48;688.74;694.46;376
